line,p,logit,y,p_uncalibrated,p_platt,p_beta,p_isotonic
4,0.9999964237213135,,1,0.9999964237213135,0.7205001913681075,0.7479743825756738,0.7433993399339934
4,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
4,0.9999988079071045,,1,0.9999988079071045,0.7205021269252465,0.7754099784436669,0.7623824451410658
4,0.9999932050704956,,1,0.9999932050704956,0.7204975783529561,0.7309514987810783,0.7404295051353875
4,0.9999967813491821,,1,0.9999967813491821,0.7205004817022015,0.7506994159556502,0.7434812762115436
4,0.9999983310699463,,1,0.9999983310699463,0.7205017398144752,0.7672385356252523,0.7595245594135749
4,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
4,0.999997615814209,,1,0.999997615814209,0.7205011591477025,0.7583528132979096,0.7440476190476191
4,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
4,0.9999943971633911,,1,0.9999943971633911,0.7204985461380888,0.7361431904894701,0.7412571007239983
4,0.9999938011169434,,1,0.9999938011169434,0.7204980622457788,0.7334303845693078,0.7404295051353875
4,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
4,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
4,0.9999899864196777,,1,0.9999899864196777,0.7204949653228525,0.7203222072735975,0.7340955711355741
4,0.999998927116394,,1,0.999998927116394,0.7205022237028881,0.7779264336877836,0.7623824451410658
4,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
4,0.9999984502792358,,1,0.9999984502792358,0.7205018365921987,0.7690559292571731,0.7623824451410658
4,0.9999969005584717,,1,0.9999969005584717,0.7205005784801917,0.7516707268793116,0.743591719485689
4,0.9999933242797852,,1,0.9999933242797852,0.7204976751315617,0.7314305350628095,0.7404295051353875
4,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
4,0.999998927116394,,1,0.999998927116394,0.7205022237028881,0.7779264336877836,0.7623824451410658
4,0.9999980926513672,,1,0.9999980926513672,0.7205015462589662,0.7639387860819508,0.7488675112733928
4,0.9999761581420898,,1,0.9999761581420898,0.7204837388011849,0.69563669523538,0.705277271920352
4,0.9999885559082031,,1,0.9999885559082031,0.7204938039713403,0.7166029922247746,0.7258210445960729
4,0.9999967813491821,,1,0.9999967813491821,0.7205004817022015,0.7506994159556502,0.7434812762115436
4,0.9999974966049194,,1,0.9999974966049194,0.7205010623698355,0.7571195167027808,0.7440476190476191
4,0.9999980926513672,,1,0.9999980926513672,0.7205015462589662,0.7639387860819508,0.7488675112733928
4,0.9999973773956299,,1,0.9999973773956299,0.7205009655919478,0.7559396288155045,0.7440334925822711
4,0.999687910079956,,1,0.999687910079956,0.7202496610697867,0.6159592996212003,0.6618145833941539
4,0.9999979734420776,,1,0.9999979734420776,0.7205014494811811,0.7624300375127344,0.7440476190476191
4,0.9999960660934448,,1,0.9999960660934448,0.7204999010338291,0.7454923355455497,0.7433993399339934
4,0.9999955892562866,,1,0.9999955892562866,0.7204995139211707,0.7424916998101222,0.7433993399339934
4,0.9999920129776001,,1,0.9999920129776001,0.7204966105657723,0.7265517989020052,0.7404295051353875
4,0.999968409538269,,1,0.999968409538269,0.7204774479571877,0.6873704737660572,0.7032762096794312
4,0.999999,,1,0.999999,0.720502282871954,0.7795954369439173,0.7623824451410658
4,0.9999632835388184,,1,0.9999632835388184,0.7204732862743051,0.682903681497265,0.7012791158517692
4,0.9999940395355225,,1,0.9999940395355225,0.7204982558027645,0.7344849354826084,0.7406113430393324
4,0.9999949932098389,,1,0.9999949932098389,0.7204990300298862,0.7391405195861244,0.7423333635317749
